table_schema,table_name,column_name,data_type,Table description
sttash_website_live,loc_customers,max_withdrawable_amount,real,"This is master table for customer who completed their journey and got approved(Loc Limit/Credit limit) , their status, PF,TF etc"
sttash_website_live,loc_customers,minimum_request_amount,real,"This is master table for customer who completed their journey and got approved(Loc Limit/Credit limit) , their status, PF,TF etc"
sttash_website_live,loc_customers,request_amount_increment_step,integer,"This is master table for customer who completed their journey and got approved(Loc Limit/Credit limit) , their status, PF,TF etc"
sttash_website_live,loc_customers,salary,real,"This is master table for customer who completed their journey and got approved(Loc Limit/Credit limit) , their status, PF,TF etc"
sttash_website_live,loc_customers,ownership_type,integer,"This is master table for customer who completed their journey and got approved(Loc Limit/Credit limit) , their status, PF,TF etc"
sttash_website_live,loc_customers,company_category,character varying,"This is master table for customer who completed their journey and got approved(Loc Limit/Credit limit) , their status, PF,TF etc"
sttash_website_live,loc_customers,requested_amount,real,"This is master table for customer who completed their journey and got approved(Loc Limit/Credit limit) , their status, PF,TF etc"
sttash_website_live,loc_customers,requested_tenure,integer,"This is master table for customer who completed their journey and got approved(Loc Limit/Credit limit) , their status, PF,TF etc"
sttash_website_live,loc_customers,other_fees,real,"This is master table for customer who completed their journey and got approved(Loc Limit/Credit limit) , their status, PF,TF etc"
sttash_website_live,loc_customers,loc_mandatory_approved_amount,double precision,"This is master table for customer who completed their journey and got approved(Loc Limit/Credit limit) , their status, PF,TF etc"
sttash_website_live,loc_customers,loc_enabled_date,timestamp without time zone,"This is master table for customer who completed their journey and got approved(Loc Limit/Credit limit) , their status, PF,TF etc"
sttash_website_live,loc_customers,voucher_assigned,integer,"This is master table for customer who completed their journey and got approved(Loc Limit/Credit limit) , their status, PF,TF etc"
sttash_website_live,loc_customers,bureau_score,character varying,"This is master table for customer who completed their journey and got approved(Loc Limit/Credit limit) , their status, PF,TF etc"
sttash_website_live,loc_customers,dbr,real,"This is master table for customer who completed their journey and got approved(Loc Limit/Credit limit) , their status, PF,TF etc"
sttash_website_live,loc_customers,max_loc_limit,real,"This is master table for customer who completed their journey and got approved(Loc Limit/Credit limit) , their status, PF,TF etc"
sttash_website_live,loc_customers,max_loc_tenure,integer,"This is master table for customer who completed their journey and got approved(Loc Limit/Credit limit) , their status, PF,TF etc"
sttash_website_live,loc_customers,max_loc_roi,real,"This is master table for customer who completed their journey and got approved(Loc Limit/Credit limit) , their status, PF,TF etc"
sttash_website_live,loc_customers,address_pop_check,smallint,"This is master table for customer who completed their journey and got approved(Loc Limit/Credit limit) , their status, PF,TF etc"
sttash_website_live,loc_customers,pending_transfer,integer,"This is master table for customer who completed their journey and got approved(Loc Limit/Credit limit) , their status, PF,TF etc"
sttash_website_live,loc_customers,income_multiplier,real,"This is master table for customer who completed their journey and got approved(Loc Limit/Credit limit) , their status, PF,TF etc"
sttash_website_live,loc_customers,imps_capping_per_day,real,"This is master table for customer who completed their journey and got approved(Loc Limit/Credit limit) , their status, PF,TF etc"
sttash_website_live,loc_customers,disable_reason_code,smallint,"This is master table for customer who completed their journey and got approved(Loc Limit/Credit limit) , their status, PF,TF etc"
sttash_website_live,loc_customers,bureau,smallint,"This is master table for customer who completed their journey and got approved(Loc Limit/Credit limit) , their status, PF,TF etc"
sttash_website_live,loc_customers,credit_shield,real,"This is master table for customer who completed their journey and got approved(Loc Limit/Credit limit) , their status, PF,TF etc"
sttash_website_live,loc_customers,min_tenure,integer,"This is master table for customer who completed their journey and got approved(Loc Limit/Credit limit) , their status, PF,TF etc"
sttash_website_live,loc_customers,max_eligible_limit,real,"This is master table for customer who completed their journey and got approved(Loc Limit/Credit limit) , their status, PF,TF etc"
sttash_website_live,loc_customers,old_loc_limit,numeric,"This is master table for customer who completed their journey and got approved(Loc Limit/Credit limit) , their status, PF,TF etc"
sttash_website_live,loc_errors,id,bigint,"This table contains the details about loc_errors for repeat customers during loc pull due to off-us dpd, banking or other issue."
sttash_website_live,loc_errors,customer_id,bigint,"This table contains the details about loc_errors for repeat customers during loc pull due to off-us dpd, banking or other issue."
sttash_website_live,loc_errors,loan_id,bigint,"This table contains the details about loc_errors for repeat customers during loc pull due to off-us dpd, banking or other issue."
sttash_website_live,loc_errors,error_code,character varying,"This table contains the details about loc_errors for repeat customers during loc pull due to off-us dpd, banking or other issue."
sttash_website_live,loc_errors,error,character varying,"This table contains the details about loc_errors for repeat customers during loc pull due to off-us dpd, banking or other issue."
sttash_website_live,loc_errors,status,smallint,"This table contains the details about loc_errors for repeat customers during loc pull due to off-us dpd, banking or other issue."
sttash_website_live,loc_errors,create_date,timestamp without time zone,"This table contains the details about loc_errors for repeat customers during loc pull due to off-us dpd, banking or other issue."
sttash_website_live,loc_errors,disbursed,smallint,"This table contains the details about loc_errors for repeat customers during loc pull due to off-us dpd, banking or other issue."
sttash_website_live,loc_errors,colender_disbursal_on,timestamp without time zone,"This table contains the details about loc_errors for repeat customers during loc pull due to off-us dpd, banking or other issue."
sttash_website_live,loc_errors,admin_id,integer,"This table contains the details about loc_errors for repeat customers during loc pull due to off-us dpd, banking or other issue."
sttash_website_live,overall_payment,id,bigint,"This table typically stores comprehensive details related to loan/emi payments, tracking financial transactions for borrowers"
sttash_website_live,overall_payment,customer_id,bigint,"This table typically stores comprehensive details related to loan/emi payments, tracking financial transactions for borrowers"
sttash_website_live,overall_payment,loan_id,character varying,"This table typically stores comprehensive details related to loan/emi payments, tracking financial transactions for borrowers"
sttash_website_live,overall_payment,amt_payment,double precision,"This table typically stores comprehensive details related to loan/emi payments, tracking financial transactions for borrowers"
sttash_website_live,overall_payment,received_date,timestamp without time zone,"This table typically stores comprehensive details related to loan/emi payments, tracking financial transactions for borrowers"
sttash_website_live,overall_payment,cheque_number,character varying,"This table typically stores comprehensive details related to loan/emi payments, tracking financial transactions for borrowers"
sttash_website_live,overall_payment,urm_no,character varying,"This table typically stores comprehensive details related to loan/emi payments, tracking financial transactions for borrowers"
sttash_website_live,overall_payment,payment_channel,integer,"This table typically stores comprehensive details related to loan/emi payments, tracking financial transactions for borrowers"
sttash_website_live,overall_payment,transaction_id,character varying,"This table typically stores comprehensive details related to loan/emi payments, tracking financial transactions for borrowers"
sttash_website_live,overall_payment,ref_no,character varying,"This table typically stores comprehensive details related to loan/emi payments, tracking financial transactions for borrowers"
sttash_website_live,overall_payment,utr_no,character varying,"This table typically stores comprehensive details related to loan/emi payments, tracking financial transactions for borrowers"
sttash_website_live,overall_payment,neft_bank,character varying,"This table typically stores comprehensive details related to loan/emi payments, tracking financial transactions for borrowers"
sttash_website_live,overall_payment,presentation_status,integer,"This table typically stores comprehensive details related to loan/emi payments, tracking financial transactions for borrowers"
sttash_website_live,overall_payment,bounce_reason,character varying,"This table typically stores comprehensive details related to loan/emi payments, tracking financial transactions for borrowers"
sttash_website_live,overall_payment,presentation_date,timestamp without time zone,"This table typically stores comprehensive details related to loan/emi payments, tracking financial transactions for borrowers"
sttash_website_live,overall_payment,create_date,timestamp without time zone,"This table typically stores comprehensive details related to loan/emi payments, tracking financial transactions for borrowers"
sttash_website_live,overall_payment,extra_amount,double precision,"This table typically stores comprehensive details related to loan/emi payments, tracking financial transactions for borrowers"
sttash_website_live,overall_payment,extra_amount_pif,double precision,"This table typically stores comprehensive details related to loan/emi payments, tracking financial transactions for borrowers"
sttash_website_live,overall_payment,remarks,character varying,"This table typically stores comprehensive details related to loan/emi payments, tracking financial transactions for borrowers"
sttash_website_live,overall_payment,add_user_id,integer,"This table typically stores comprehensive details related to loan/emi payments, tracking financial transactions for borrowers"
sttash_website_live,overall_payment,update_user_id,integer,"This table typically stores comprehensive details related to loan/emi payments, tracking financial transactions for borrowers"
sttash_website_live,overall_payment,is_delete,integer,"This table typically stores comprehensive details related to loan/emi payments, tracking financial transactions for borrowers"
sttash_website_live,overall_payment,is_refund,integer,"This table typically stores comprehensive details related to loan/emi payments, tracking financial transactions for borrowers"
sttash_website_live,overall_payment,update_date,timestamp without time zone,"This table typically stores comprehensive details related to loan/emi payments, tracking financial transactions for borrowers"
sttash_website_live,overall_payment,transaction_commit_status,integer,"This table typically stores comprehensive details related to loan/emi payments, tracking financial transactions for borrowers"
sttash_website_live,pan_validation,id,bigint,"This  table ensures that the PAN provided by an individual /customers is valid, active, and correctly linked to their financial/NSDL records."
sttash_website_live,pan_validation,customer_id,bigint,"This  table ensures that the PAN provided by an individual /customers is valid, active, and correctly linked to their financial/NSDL records."
sttash_website_live,pan_validation,pan_number,character varying,"This  table ensures that the PAN provided by an individual /customers is valid, active, and correctly linked to their financial/NSDL records."
sttash_website_live,pan_validation,pan_status,character varying,"This  table ensures that the PAN provided by an individual /customers is valid, active, and correctly linked to their financial/NSDL records."
sttash_website_live,pan_validation,is_duplicate,smallint,"This  table ensures that the PAN provided by an individual /customers is valid, active, and correctly linked to their financial/NSDL records."
sttash_website_live,pan_validation,is_dob_matched,smallint,"This  table ensures that the PAN provided by an individual /customers is valid, active, and correctly linked to their financial/NSDL records."
sttash_website_live,pan_validation,is_name_matched,smallint,"This  table ensures that the PAN provided by an individual /customers is valid, active, and correctly linked to their financial/NSDL records."
sttash_website_live,pan_validation,aadhaar_seeding_status,smallint,"This  table ensures that the PAN provided by an individual /customers is valid, active, and correctly linked to their financial/NSDL records."
sttash_website_live,pan_validation,last_update_date,date,"This  table ensures that the PAN provided by an individual /customers is valid, active, and correctly linked to their financial/NSDL records."
sttash_website_live,pan_validation,create_date,timestamp without time zone,"This  table ensures that the PAN provided by an individual /customers is valid, active, and correctly linked to their financial/NSDL records."
sttash_website_live,pan_validation,is_active,smallint,"This  table ensures that the PAN provided by an individual /customers is valid, active, and correctly linked to their financial/NSDL records."
sttash_website_live,pan_validation,update_date,timestamp without time zone,"This  table ensures that the PAN provided by an individual /customers is valid, active, and correctly linked to their financial/NSDL records."
sttash_website_live,pan_validation,request_row_id,bigint,"This  table ensures that the PAN provided by an individual /customers is valid, active, and correctly linked to their financial/NSDL records."
sttash_website_live,pan_validation,vendor_code,character varying,"This  table ensures that the PAN provided by an individual /customers is valid, active, and correctly linked to their financial/NSDL records."
sttash_website_live,pan_validation,name_on_card,character varying,"This  table ensures that the PAN provided by an individual /customers is valid, active, and correctly linked to their financial/NSDL records."
sttash_website_live,pan_validation,first_name,character varying,"This  table ensures that the PAN provided by an individual /customers is valid, active, and correctly linked to their financial/NSDL records."
sttash_website_live,pan_validation,middle_name,character varying,"This  table ensures that the PAN provided by an individual /customers is valid, active, and correctly linked to their financial/NSDL records."
sttash_website_live,pan_validation,last_name,character varying,"This  table ensures that the PAN provided by an individual /customers is valid, active, and correctly linked to their financial/NSDL records."
sttash_website_live,pan_validation,is_name_on_card_matched,smallint,"This  table ensures that the PAN provided by an individual /customers is valid, active, and correctly linked to their financial/NSDL records."
sttash_website_live,pan_validation,dob,character varying,"This  table ensures that the PAN provided by an individual /customers is valid, active, and correctly linked to their financial/NSDL records."
sttash_website_live,payment_mode,id,integer,This is master table of payment mode which refers to the method used by borrowers to make loan repayments or transactions. ie. UPI/Nach etc
sttash_website_live,payment_mode,mode,character varying,This is master table of payment mode which refers to the method used by borrowers to make loan repayments or transactions. ie. UPI/Nach etc
sttash_website_live,payment_mode,status,smallint,This is master table of payment mode which refers to the method used by borrowers to make loan repayments or transactions. ie. UPI/Nach etc
sttash_website_live,payment_mode,sr_no,integer,This is master table of payment mode which refers to the method used by borrowers to make loan repayments or transactions. ie. UPI/Nach etc
sttash_website_live,payment_mode,is_sms_sent,smallint,This is master table of payment mode which refers to the method used by borrowers to make loan repayments or transactions. ie. UPI/Nach etc
sttash_website_live,payment_mode,payment_from_customer,integer,This is master table of payment mode which refers to the method used by borrowers to make loan repayments or transactions. ie. UPI/Nach etc
sttash_website_live,payment_mode,western_payment_id,integer,This is master table of payment mode which refers to the method used by borrowers to make loan repayments or transactions. ie. UPI/Nach etc
sttash_website_live,payment_mode,bank_count,character varying,This is master table of payment mode which refers to the method used by borrowers to make loan repayments or transactions. ie. UPI/Nach etc
sttash_website_live,pcr_subscription_plans,id,integer,This is master table for credit health report package
sttash_website_live,pcr_subscription_plans,duration,integer,This is master table for credit health report package
sttash_website_live,pcr_subscription_plans,description,character varying,This is master table for credit health report package
sttash_website_live,pcr_subscription_plans,amount,real,This is master table for credit health report package
sttash_website_live,pcr_subscription_plans,discount_price,real,This is master table for credit health report package
sttash_website_live,pcr_subscription_plans,status,smallint,This is master table for credit health report package
sttash_website_live,pcr_subscription_plans,is_active,smallint,This is master table for credit health report package
sttash_website_live,pcr_subscription_plans,create_date,timestamp without time zone,This is master table for credit health report package
sttash_website_live,pcr_subscription_plans,update_date,timestamp without time zone,This is master table for credit health report package
sttash_website_live,pcr_subscription_plans,days,integer,This is master table for credit health report package
sttash_website_live,pcr_subscription_plans,is_rejected,smallint,This is master table for credit health report package
sttash_website_live,pcr_subscription_plans,customer_grid_mapping,character varying,This is master table for credit health report package
sttash_website_live,penalty_details,id,bigint,"The penalty details refer to charges imposed on borrowers for non-compliance with loan repayment terms or regulatory violations ie. emi overdue charges,bounce charges etc."
sttash_website_live,penalty_details,customer_id,bigint,"The penalty details refer to charges imposed on borrowers for non-compliance with loan repayment terms or regulatory violations ie. emi overdue charges,bounce charges etc."
sttash_website_live,penalty_details,loan_id,bigint,"The penalty details refer to charges imposed on borrowers for non-compliance with loan repayment terms or regulatory violations ie. emi overdue charges,bounce charges etc."
sttash_website_live,penalty_details,instalment_id,bigint,"The penalty details refer to charges imposed on borrowers for non-compliance with loan repayment terms or regulatory violations ie. emi overdue charges,bounce charges etc."
sttash_website_live,penalty_details,instalment_number,bigint,"The penalty details refer to charges imposed on borrowers for non-compliance with loan repayment terms or regulatory violations ie. emi overdue charges,bounce charges etc."
sttash_website_live,penalty_details,penalty_amount,bigint,"The penalty details refer to charges imposed on borrowers for non-compliance with loan repayment terms or regulatory violations ie. emi overdue charges,bounce charges etc."
sttash_website_live,penalty_details,penalty_date,date,"The penalty details refer to charges imposed on borrowers for non-compliance with loan repayment terms or regulatory violations ie. emi overdue charges,bounce charges etc."
sttash_website_live,penalty_details,penalty_received,bigint,"The penalty details refer to charges imposed on borrowers for non-compliance with loan repayment terms or regulatory violations ie. emi overdue charges,bounce charges etc."
sttash_website_live,penalty_details,penalty_received_date,date,"The penalty details refer to charges imposed on borrowers for non-compliance with loan repayment terms or regulatory violations ie. emi overdue charges,bounce charges etc."
sttash_website_live,penalty_details,outstanding_penalty,bigint,"The penalty details refer to charges imposed on borrowers for non-compliance with loan repayment terms or regulatory violations ie. emi overdue charges,bounce charges etc."
sttash_website_live,penalty_details,is_paid,integer,"The penalty details refer to charges imposed on borrowers for non-compliance with loan repayment terms or regulatory violations ie. emi overdue charges,bounce charges etc."
sttash_website_live,penalty_details,panalty_type_id,integer,"The penalty details refer to charges imposed on borrowers for non-compliance with loan repayment terms or regulatory violations ie. emi overdue charges,bounce charges etc."
sttash_website_live,penalty_details,payment_id,bigint,"The penalty details refer to charges imposed on borrowers for non-compliance with loan repayment terms or regulatory violations ie. emi overdue charges,bounce charges etc."
sttash_website_live,penalty_details,foreclose_status,integer,"The penalty details refer to charges imposed on borrowers for non-compliance with loan repayment terms or regulatory violations ie. emi overdue charges,bounce charges etc."
sttash_website_live,penalty_details,status,integer,"The penalty details refer to charges imposed on borrowers for non-compliance with loan repayment terms or regulatory violations ie. emi overdue charges,bounce charges etc."
sttash_website_live,penalty_details,create_date,timestamp without time zone,"The penalty details refer to charges imposed on borrowers for non-compliance with loan repayment terms or regulatory violations ie. emi overdue charges,bounce charges etc."
sttash_website_live,penalty_details_pif,id,bigint,"The penalty details refer to charges imposed on borrowers for non-compliance with loan repayment terms or regulatory violations based on pif ie. emi overdue charges,bounce charges etc."
sttash_website_live,penalty_details_pif,customer_id,bigint,"The penalty details refer to charges imposed on borrowers for non-compliance with loan repayment terms or regulatory violations based on pif ie. emi overdue charges,bounce charges etc."
sttash_website_live,penalty_details_pif,loan_id,bigint,"The penalty details refer to charges imposed on borrowers for non-compliance with loan repayment terms or regulatory violations based on pif ie. emi overdue charges,bounce charges etc."
sttash_website_live,penalty_details_pif,instalment_id,bigint,"The penalty details refer to charges imposed on borrowers for non-compliance with loan repayment terms or regulatory violations based on pif ie. emi overdue charges,bounce charges etc."
sttash_website_live,penalty_details_pif,instalment_number,bigint,"The penalty details refer to charges imposed on borrowers for non-compliance with loan repayment terms or regulatory violations based on pif ie. emi overdue charges,bounce charges etc."
sttash_website_live,penalty_details_pif,penalty_amount,bigint,"The penalty details refer to charges imposed on borrowers for non-compliance with loan repayment terms or regulatory violations based on pif ie. emi overdue charges,bounce charges etc."
sttash_website_live,penalty_details_pif,penalty_date,date,"The penalty details refer to charges imposed on borrowers for non-compliance with loan repayment terms or regulatory violations based on pif ie. emi overdue charges,bounce charges etc."
sttash_website_live,penalty_details_pif,penalty_received,bigint,"The penalty details refer to charges imposed on borrowers for non-compliance with loan repayment terms or regulatory violations based on pif ie. emi overdue charges,bounce charges etc."
sttash_website_live,penalty_details_pif,penalty_received_date,date,"The penalty details refer to charges imposed on borrowers for non-compliance with loan repayment terms or regulatory violations based on pif ie. emi overdue charges,bounce charges etc."
sttash_website_live,penalty_details_pif,outstanding_penalty,bigint,"The penalty details refer to charges imposed on borrowers for non-compliance with loan repayment terms or regulatory violations based on pif ie. emi overdue charges,bounce charges etc."
sttash_website_live,penalty_details_pif,is_paid,integer,"The penalty details refer to charges imposed on borrowers for non-compliance with loan repayment terms or regulatory violations based on pif ie. emi overdue charges,bounce charges etc."
sttash_website_live,penalty_details_pif,panalty_type_id,integer,"The penalty details refer to charges imposed on borrowers for non-compliance with loan repayment terms or regulatory violations based on pif ie. emi overdue charges,bounce charges etc."
sttash_website_live,penalty_details_pif,payment_id,bigint,"The penalty details refer to charges imposed on borrowers for non-compliance with loan repayment terms or regulatory violations based on pif ie. emi overdue charges,bounce charges etc."
sttash_website_live,penalty_details_pif,foreclose_status,integer,"The penalty details refer to charges imposed on borrowers for non-compliance with loan repayment terms or regulatory violations based on pif ie. emi overdue charges,bounce charges etc."
sttash_website_live,penalty_details_pif,status,integer,"The penalty details refer to charges imposed on borrowers for non-compliance with loan repayment terms or regulatory violations based on pif ie. emi overdue charges,bounce charges etc."
sttash_website_live,penalty_details_pif,create_date,timestamp without time zone,"The penalty details refer to charges imposed on borrowers for non-compliance with loan repayment terms or regulatory violations based on pif ie. emi overdue charges,bounce charges etc."
sttash_website_live,penalty_type,id,integer,This is master table for type of penalty
sttash_website_live,penalty_type,penalty_type,character varying,This is master table for type of penalty
sttash_website_live,penalty_type,status,smallint,This is master table for type of penalty
sttash_website_live,perfios_account_transactions,id,integer,"Financial data processed through Perfios,Detailed records of deposits, withdrawals, and payments of customers"
sttash_website_live,perfios_account_transactions,customer_id,integer,"Financial data processed through Perfios,Detailed records of deposits, withdrawals, and payments of customers"
sttash_website_live,perfios_account_transactions,loan_id,integer,"Financial data processed through Perfios,Detailed records of deposits, withdrawals, and payments of customers"
sttash_website_live,perfios_account_transactions,perfios_account_id,integer,"Financial data processed through Perfios,Detailed records of deposits, withdrawals, and payments of customers"
sttash_website_live,perfios_account_transactions,date,date,"Financial data processed through Perfios,Detailed records of deposits, withdrawals, and payments of customers"
sttash_website_live,perfios_account_transactions,chqno,character varying,"Financial data processed through Perfios,Detailed records of deposits, withdrawals, and payments of customers"
sttash_website_live,perfios_account_transactions,narration,character varying,"Financial data processed through Perfios,Detailed records of deposits, withdrawals, and payments of customers"
sttash_website_live,perfios_account_transactions,amount,real,"Financial data processed through Perfios,Detailed records of deposits, withdrawals, and payments of customers"
sttash_website_live,perfios_account_transactions,category,character varying,"Financial data processed through Perfios,Detailed records of deposits, withdrawals, and payments of customers"
sttash_website_live,perfios_account_transactions,balance,real,"Financial data processed through Perfios,Detailed records of deposits, withdrawals, and payments of customers"
sttash_website_live,perfios_account_transactions,perfios_count_id,integer,"Financial data processed through Perfios,Detailed records of deposits, withdrawals, and payments of customers"
sttash_website_live,perfios_account_transactions,second_category,character varying,"Financial data processed through Perfios,Detailed records of deposits, withdrawals, and payments of customers"
sttash_website_live,perfios_account_transactions,remark,character varying,"Financial data processed through Perfios,Detailed records of deposits, withdrawals, and payments of customers"
sttash_website_live,perfios_accounts,id,integer,Banking details of customers which received from perfios
sttash_website_live,perfios_accounts,customer_id,integer,Banking details of customers which received from perfios
sttash_website_live,perfios_accounts,loan_id,integer,Banking details of customers which received from perfios
sttash_website_live,perfios_accounts,bank,character varying,Banking details of customers which received from perfios
sttash_website_live,perfios_accounts,instid,integer,Banking details of customers which received from perfios
sttash_website_live,perfios_accounts,accountno,character varying,Banking details of customers which received from perfios
sttash_website_live,perfios_accounts,accounttype,character varying,Banking details of customers which received from perfios
sttash_website_live,perfios_accounts,perfios_count_id,integer,Banking details of customers which received from perfios
sttash_website_live,perfios_accounts,ifsc,character varying,Banking details of customers which received from perfios
sttash_website_live,st_bill_detail,id,integer,This table maintains the data for FCP loans and it's bill date and status of loan post bill date(closed or converted to emi)
sttash_website_live,st_bill_detail,customer_id,integer,This table maintains the data for FCP loans and it's bill date and status of loan post bill date(closed or converted to emi)
sttash_website_live,st_bill_detail,loan_id,integer,This table maintains the data for FCP loans and it's bill date and status of loan post bill date(closed or converted to emi)
sttash_website_live,st_bill_detail,approved_amount,real,This table maintains the data for FCP loans and it's bill date and status of loan post bill date(closed or converted to emi)
sttash_website_live,st_bill_detail,bill_amount,real,This table maintains the data for FCP loans and it's bill date and status of loan post bill date(closed or converted to emi)
sttash_website_live,st_bill_detail,processing_fee,real,This table maintains the data for FCP loans and it's bill date and status of loan post bill date(closed or converted to emi)
sttash_website_live,st_bill_detail,credit_shield_fee,real,This table maintains the data for FCP loans and it's bill date and status of loan post bill date(closed or converted to emi)
sttash_website_live,st_bill_detail,cgst,real,This table maintains the data for FCP loans and it's bill date and status of loan post bill date(closed or converted to emi)
sttash_website_live,st_bill_detail,igst,real,This table maintains the data for FCP loans and it's bill date and status of loan post bill date(closed or converted to emi)
sttash_website_live,st_bill_detail,sgst,real,This table maintains the data for FCP loans and it's bill date and status of loan post bill date(closed or converted to emi)
sttash_website_live,st_bill_detail,gst,real,This table maintains the data for FCP loans and it's bill date and status of loan post bill date(closed or converted to emi)
sttash_website_live,st_bill_detail,upfront,real,This table maintains the data for FCP loans and it's bill date and status of loan post bill date(closed or converted to emi)
sttash_website_live,st_bill_detail,bill_date,date,This table maintains the data for FCP loans and it's bill date and status of loan post bill date(closed or converted to emi)
sttash_website_live,st_bill_detail,paid_amount,real,This table maintains the data for FCP loans and it's bill date and status of loan post bill date(closed or converted to emi)
sttash_website_live,st_bill_detail,outstanding_amount,real,This table maintains the data for FCP loans and it's bill date and status of loan post bill date(closed or converted to emi)
sttash_website_live,st_bill_detail,emi_paid,integer,This table maintains the data for FCP loans and it's bill date and status of loan post bill date(closed or converted to emi)
sttash_website_live,st_bill_detail,tenure,integer,This table maintains the data for FCP loans and it's bill date and status of loan post bill date(closed or converted to emi)
sttash_website_live,st_bill_detail,create_date,timestamp without time zone,This table maintains the data for FCP loans and it's bill date and status of loan post bill date(closed or converted to emi)
sttash_website_live,st_bill_detail,update_date,timestamp without time zone,This table maintains the data for FCP loans and it's bill date and status of loan post bill date(closed or converted to emi)
sttash_website_live,st_bill_detail,status,smallint,This table maintains the data for FCP loans and it's bill date and status of loan post bill date(closed or converted to emi)
sttash_website_live,st_bill_detail,paid_status,smallint,This table maintains the data for FCP loans and it's bill date and status of loan post bill date(closed or converted to emi)
sttash_website_live,st_bill_detail,processing_fees_rate,real,This table maintains the data for FCP loans and it's bill date and status of loan post bill date(closed or converted to emi)
sttash_website_live,st_city,id,integer,Master table for city name along with city id and state id
sttash_website_live,st_city,state_id,integer,Master table for city name along with city id and state id
sttash_website_live,st_city,city_name,character varying,Master table for city name along with city id and state id
sttash_website_live,st_city,status,smallint,Master table for city name along with city id and state id
sttash_website_live,st_city,pin_code,character varying,Master table for city name along with city id and state id
sttash_website_live,st_city,is_operational,smallint,Master table for city name along with city id and state id
sttash_website_live,st_city,is_elevate_operational,smallint,Master table for city name along with city id and state id
sttash_website_live,st_city,min_age,integer,Master table for city name along with city id and state id
sttash_website_live,st_city,max_age,integer,Master table for city name along with city id and state id
sttash_website_live,st_city,collection_state_id,integer,Master table for city name along with city id and state id
sttash_website_live,st_city,elev8_highintrate,smallint,Master table for city name along with city id and state id
sttash_website_live,st_collection_lead_assign,id,bigint,This table stores the collection lead data along with assigned agent code and agency id with dpd bucket
sttash_website_live,st_collection_lead_assign,customer_id,bigint,This table stores the collection lead data along with assigned agent code and agency id with dpd bucket
sttash_website_live,st_collection_lead_assign,cl_lead_assign_id,integer,This table stores the collection lead data along with assigned agent code and agency id with dpd bucket
sttash_website_live,st_collection_lead_assign,create_date,timestamp without time zone,This table stores the collection lead data along with assigned agent code and agency id with dpd bucket
sttash_website_live,st_collection_lead_assign,update_date,timestamp without time zone,This table stores the collection lead data along with assigned agent code and agency id with dpd bucket
sttash_website_live,st_collection_lead_assign,allocation_date,date,This table stores the collection lead data along with assigned agent code and agency id with dpd bucket
sttash_website_live,st_collection_lead_assign,add_user_id,integer,This table stores the collection lead data along with assigned agent code and agency id with dpd bucket
sttash_website_live,st_collection_lead_assign,update_user_id,integer,This table stores the collection lead data along with assigned agent code and agency id with dpd bucket
sttash_website_live,st_collection_lead_assign,fos_id,integer,This table stores the collection lead data along with assigned agent code and agency id with dpd bucket
sttash_website_live,st_collection_lead_assign,agency_id,integer,This table stores the collection lead data along with assigned agent code and agency id with dpd bucket
sttash_website_live,st_collection_lead_assign,col_org_id,integer,This table stores the collection lead data along with assigned agent code and agency id with dpd bucket
sttash_website_live,st_collection_lead_assign,product_group,character varying,This table stores the collection lead data along with assigned agent code and agency id with dpd bucket
sttash_website_live,st_collection_lead_assign,priority_type,integer,This table stores the collection lead data along with assigned agent code and agency id with dpd bucket
sttash_website_live,st_collection_lead_assign,bucket,character varying,This table stores the collection lead data along with assigned agent code and agency id with dpd bucket
sttash_website_live,st_collection_lead_assign,region,character varying,This table stores the collection lead data along with assigned agent code and agency id with dpd bucket
sttash_website_live,st_collection_lead_assign,open_contact_flag,integer,This table stores the collection lead data along with assigned agent code and agency id with dpd bucket
sttash_website_live,st_comment,id,integer,Comment table for lead journery which stores all the comment from DE during the lead/loan journey
sttash_website_live,st_comment,loan_id,integer,Comment table for lead journery which stores all the comment from DE during the lead/loan journey
sttash_website_live,st_comment,customer_id,integer,Comment table for lead journery which stores all the comment from DE during the lead/loan journey
sttash_website_live,st_comment,comment,character varying,Comment table for lead journery which stores all the comment from DE during the lead/loan journey
sttash_website_live,st_comment,status_type_id,integer,Comment table for lead journery which stores all the comment from DE during the lead/loan journey
sttash_website_live,st_comment,status_id,integer,Comment table for lead journery which stores all the comment from DE during the lead/loan journey
sttash_website_live,st_comment,lead_status_reason_id,integer,Comment table for lead journery which stores all the comment from DE during the lead/loan journey
sttash_website_live,st_comment,section_id,integer,Comment table for lead journery which stores all the comment from DE during the lead/loan journey
sttash_website_live,st_comment,create_date,timestamp without time zone,Comment table for lead journery which stores all the comment from DE during the lead/loan journey
sttash_website_live,st_comment,update_date,timestamp without time zone,Comment table for lead journery which stores all the comment from DE during the lead/loan journey
sttash_website_live,st_comment,add_user_id,integer,Comment table for lead journery which stores all the comment from DE during the lead/loan journey
sttash_website_live,st_comment,update_user_id,integer,Comment table for lead journery which stores all the comment from DE during the lead/loan journey
sttash_website_live,st_comment,status,smallint,Comment table for lead journery which stores all the comment from DE during the lead/loan journey
sttash_website_live,st_company_category,id,integer,Master table for comapny categorization 
sttash_website_live,st_company_category,company_name,character varying,Master table for comapny categorization 
sttash_website_live,st_company_category,company_category,character varying,Master table for comapny categorization 
sttash_website_live,st_company_category,short_cat_name,character varying,Master table for comapny categorization 
